x,y
1463870460,15000
1463870580,15000
1463870640,-9000
1463870700,-9000
1463870760,-9000
1463870880,-9000
1463870940,-9000
1463871000,-9000
1463871060,-9000
1463871180,-9000
1463871240,-9000
1463871300,-9000
1463871360,-9000
1463871480,-9000
1463871540,-9000
1463871600,-9000
1463871660,-9000
1463871780,-9000
1463871840,-9000
1463871900,-9000
1463871960,-9000
1463872020,-9000
1463872140,-9000
1463872200,-9000
1463872260,-9000
1463872320,-9000
1463872440,-9000
1463872500,-9000
1463872560,-9000
1463872620,-9000
1463872740,-9000
1463872800,-9000
1463872860,-9000
1463872920,-9000
1463873040,-9000
1463873100,-9000
1463873160,-9000
1463873220,-9000
1463873340,-6000
1463873400,-9000
1463873460,-9000
1463873520,-9000
1463873580,-6000
1463873700,-6000
1463873760,-9000
1463873820,-6000
1463873880,-9000
1463874000,-9000
1463874060,-6000
1463874120,-6000
1463874180,-6000
1463874300,-6000
1463874360,-9000
1463874420,-6000
1463874480,-6000
1463874600,-6000
1463874660,-6000
1463874720,-6000
1463874780,-6000
1463874900,-6000
1463874960,-6000
1463875020,-6000
1463875080,-6000
1463875200,-6000
1463875260,-6000
1463875320,-6000
1463875380,-6000
1463875440,-6000
1463875560,-6000
1463875620,-6000
1463875680,-6000
1463875740,-6000
1463875860,-6000
1463875920,-6000
1463875980,-6000
1463876040,-6000
1463876160,-6000
1463876220,-6000
1463876280,-6000
1463876340,-6000
1463876460,-6000
1463876520,-6000
1463876580,-6000
1463876640,-6000
1463876760,-6000
1463876820,-6000
1463876880,-6000
1463876940,-6000
1463877060,-6000
1463877120,-6000
1463877180,-6000
1463877240,-6000
1463877300,-6000
1463877420,-6000
1463877480,-6000
1463877540,-6000
1463877600,-6000
1463877720,-6000
1463877780,-6000
1463877840,-6000
1463877900,-6000
1463878020,-6000
1463878080,-6000
1463878140,-6000
1463878200,-6000
1463878320,-6000
1463878380,-6000
1463878440,-6000
1463878500,-6000
1463878620,-6000
1463878680,-6000
1463878740,-6000
1463878800,-6000
1463878860,-6000
1463878980,-6000
1463879040,-6000
1463879100,-6000
1463879160,-6000
1463879280,-6000
1463879340,-6000
1463879400,-6000
1463879460,-6000
1463879580,-6000
1463879640,-6000
1463879700,-6000
1463879760,-6000
1463879880,-6000
1463879940,-6000
1463880000,-6000
1463880060,-6000
1463880180,-6000
1463880240,-6000
1463880300,-6000
1463880360,-6000
1463880480,-6000
1463880540,-6000
1463880600,-6000
1463880660,-6000
1463880720,-6000
1463880840,-6000
1463880900,-6000
1463880960,-6000
1463881020,-6000
1463881140,-6000
1463881200,-6000
1463881260,-6000
1463881320,-6000
1463881440,-6000
1463881500,-6000
1463881560,-6000
1463881620,-6000
1463881740,-6000
1463881800,-6000
1463881860,-6000
1463881920,-6000
1463882040,-6000
1463882100,-6000
1463882160,-6000
1463882220,-6000
1463882280,-6000
1463882400,-6000
1463882460,-6000
1463882520,-6000
1463882580,-6000
1463882700,-6000
1463882760,-6000
1463882820,-6000
1463882880,-6000
1463883000,-6000
1463883060,-6000
1463883120,-6000
1463883180,-6000
1463883300,-6000
1463883360,-6000
1463883420,-6000
1463883480,-6000
1463883600,-6000
1463883660,-6000
1463883720,-6000
1463883780,-6000
1463883900,-6000
1463883960,-6000
1463884020,-6000
1463884080,-6000
1463884140,-6000
1463884260,-6000
1463884320,-6000
1463884380,-6000
1463884440,-6000
1463884560,-6000
1463884620,-6000
1463884680,-6000
1463884740,-6000
1463884860,-6000
1463884920,-6000
1463884980,-6000
1463885040,-6000
1463885160,-6000
1463885220,-6000
1463885280,-6000
1463885340,-6000
1463885460,-6000
1463885520,-6000
1463885580,-6000
1463885640,-6000
1463885760,-6000
1463885820,-6000
1463885880,-6000
1463885940,-6000
1463886000,-6000
1463886120,-6000
1463886180,-6000
1463886240,-6000
1463886300,-6000
1463886420,-6000
1463886480,-6000
1463886540,-6000
1463886600,-6000
1463886720,-6000
1463886780,-6000
1463886840,-6000
1463886900,-6000
1463887020,-6000
1463887080,-6000
1463887140,-6000
1463887200,-6000
1463887320,-6000
1463887380,-6000
1463887440,-6000
1463887500,-6000
1463887560,-6000
1463887680,-6000
1463887740,-6000
1463887800,-6000
1463887860,-6000
1463887980,-6000
1463888040,-6000
1463888100,-6000
1463888160,-6000
1463888280,-6000
1463888340,-6000
1463888400,-6000
1463888460,-6000
1463888580,-6000
1463888640,-6000
1463888700,-6000
1463888760,-6000
1463888880,-6000
1463888940,-6000
1463889000,-6000
1463889060,-6000
1463889180,-6000
1463889240,-6000
1463889300,-6000
1463889360,-6000
1463889420,-6000
1463889540,-6000
1463889600,-6000
1463889660,-6000
1463889720,-6000
1463889840,-6000
1463889900,-6000
1463889960,-6000
1463890020,-6000
1463890140,-6000
1463890200,-6000
1463890260,-6000
1463890320,-6000
1463890440,-6000
1463890500,-6000
1463890560,-6000
1463890620,-6000
1463890740,-6000
1463890800,-6000
1463890860,-6000
1463890920,-6000
1463890980,-6000
1463891100,-6000
1463891160,-6000
1463891220,-6000
1463891280,-6000
1463891400,-6000
1463891460,-6000
1463891520,-6000
1463891580,-6000
1463891700,-6000
1463891760,-6000
1463891820,-6000
1463891880,-6000
1463892000,-6000
1463892060,-6000
1463892120,-6000
1463892180,-6000
1463892300,-6000
1463892360,-6000
1463892420,-6000
1463892480,-6000
1463892600,-6000
1463892660,-6000
1463892720,-6000
1463892780,-6000
1463892840,-6000
1463892960,-6000
1463893020,-6000
1463893080,-6000
1463893140,-6000
1463893260,-6000
1463893320,-6000
1463893380,-6000
1463893440,-6000
1463893560,-6000
1463893620,-6000
1463893680,-6000
1463893740,-6000
1463893860,-6000
1463893920,-6000
1463893980,-6000
1463894040,-6000
1463894160,-6000
1463894220,-6000
1463894280,-6000
1463894340,-6000
1463894460,-6000
1463894520,-6000
1463894580,-6000
1463894640,-6000
1463894700,-6000
1463894820,-6000
1463894880,-6000
1463894940,-6000
1463895000,-6000
1463895120,-6000
1463895180,-6000
1463895240,-6000
1463895300,-6000
1463895420,-6000
1463895480,-6000
1463895540,-6000
1463895600,-6000
1463895720,-6000
1463895780,-6000
1463895840,-6000
1463895900,-6000
1463896020,-6000
1463896080,-6000
1463896140,-6000
1463896200,-6000
1463896260,-6000
1463896380,-6000
1463896440,-6000
1463896500,-6000
1463896560,-6000
1463896680,-6000
1463896740,-6000
1463896800,-6000
1463896860,-6000
1463896980,-6000
1463897040,-6000
1463897100,-6000
1463897160,-9000
1463897280,-9000
1463897340,-9000
1463897400,-9000
1463897460,-9000
1463897580,-9000
1463897640,-9000
1463897700,-9000
1463897760,-9000
1463897880,-9000
1463897940,-9000
1463898000,-9000
1463898060,-6000
1463898120,-6000
1463898240,-6000
1463898300,-6000
1463898360,-6000
1463898420,-6000
1463898540,-6000
1463898600,-6000
1463898660,-9000
1463898720,-9000
1463898840,-9000
1463898900,-9000
1463898960,-9000
1463899020,-9000
1463899140,-9000
1463899200,-9000
1463899260,-9000
1463899320,-9000
1463899440,-9000
1463899500,-9000
1463899560,-9000
1463899620,-9000
1463899680,-9000
1463899800,-9000
1463899860,-9000
1463899920,-9000
1463899980,-9000
1463900100,-9000
1463900160,-9000
1463900220,-9000
1463900280,-9000
1463900400,-9000
1463900460,-9000
1463900520,-9000
1463900580,-9000
1463900700,-9000
1463900760,-9000
1463900820,-9000
1463900880,-9000
1463901000,-9000
1463901060,-9000
1463901120,-9000
1463901180,-9000
1463901300,-9000
1463901360,-9000
1463901420,-9000
1463901480,-9000
1463901540,-9000
1463901660,-9000
1463901720,-9000
1463901780,-9000
1463901840,-9000
1463901960,-9000
1463902020,-9000
1463902080,-9000
1463902140,-9000
1463902260,-9000
1463902320,-9000
1463902380,-9000
1463902440,-9000
1463902560,-9000
1463902620,-9000
1463902680,-9000
1463902740,-9000
1463902860,-9000
1463902920,-9000
1463902980,-9000
1463903040,-9000
1463903100,-9000
1463903220,-9000
1463903280,-9000
1463903340,-9000
1463903400,-9000
1463903520,-9000
1463903580,-9000
1463903640,-9000
1463903700,-9000
1463903820,-9000
1463903880,-9000
1463903940,-9000
1463904000,-9000
1463904120,-9000
1463904180,-9000
1463904240,-9000
1463904300,-9000
1463904420,-9000
1463904480,-9000
1463904540,-9000
1463904600,-9000
1463904720,-9000
1463904780,-9000
1463904840,-9000
1463904900,-9000
1463904960,-9000
1463905080,-9000
1463905140,-9000
1463905200,-9000
1463905260,-9000
1463905380,-9000
1463905440,-9000
1463905500,-9000
1463905560,-9000
1463905680,-9000
1463905740,-9000
1463905800,-9000
1463905860,-9000
1463905980,-9000
1463906040,-9000
1463906100,-9000
1463906160,-9000
1463906280,-9000
1463906340,-9000
1463906400,-9000
1463906460,-9000
1463906580,-9000
1463906640,-9000
1463906700,-9000
1463906760,-9000
1463906820,-9000
1463906940,-9000
1463907000,-9000
1463907060,-9000
1463907120,-9000
1463907240,-9000
1463907300,-9000
1463907360,-9000
1463907420,-9000
1463907540,-9000
1463907600,-9000
1463907660,-9000
1463907720,-9000
1463907840,-9000
1463907900,-9000
1463907960,-9000
1463908020,-9000
1463908140,-9000
1463908200,-9000
1463908260,-9000
1463908320,-9000
1463908380,-9000
1463908500,-9000
1463908560,-9000
1463908620,-9000
1463908680,-9000
1463908800,-9000
1463908860,-9000
1463908920,-9000
1463908980,-9000
1463909100,-9000
1463909160,-9000
1463909220,-9000
1463909280,-9000
1463909400,-9000
1463909460,-9000
1463909520,-9000
1463909580,-9000
1463909700,-9000
1463909760,-9000
1463909820,-9000
1463909880,-9000
1463910000,-9000
1463910060,-9000
1463910120,-9000
1463910180,-9000
1463910240,-9000
1463910360,-9000
1463910420,-9000
1463910480,-9000
1463910540,-9000
1463910660,-9000
1463910720,-9000
1463910780,-9000
1463910840,-9000
1463910960,-9000
1463911020,-9000
1463911080,-9000
1463911140,-9000
1463911260,-9000
1463911320,-9000
1463911380,-9000
1463911440,-9000
1463911560,-9000
1463911620,-9000
1463911680,-9000
1463911740,-9000
1463911800,-9000
1463911920,-9000
1463911980,-9000
1463912040,-9000
1463912100,-9000
1463912220,-9000
1463912280,-9000
1463912340,-9000
1463912400,-9000
1463912520,-9000
1463912580,-9000
1463912640,-9000
1463912700,-9000
1463912820,-9000
1463912880,-9000
1463912940,-9000
1463913000,-9000
1463913120,-9000
1463913180,-9000
1463913240,-9000
1463913300,-9000
1463913420,-9000
1463913480,-9000
1463913540,-9000
1463913600,-9000
1463913660,-9000
1463913780,-9000
1463913840,-9000
1463913900,-9000
1463913960,-9000
1463914080,-9000
1463914140,-9000
1463914200,-9000
1463914260,-9000
1463914380,-9000
1463914440,-9000
1463914500,-9000
1463914560,-9000
1463914680,-9000
1463914740,-9000
1463914800,-9000
1463914860,-9000
1463914980,-9000
1463915040,-9000
1463915100,-9000
1463915160,-9000
1463915220,-9000
1463915340,-9000
1463915400,-9000
1463915460,-9000
1463915520,-9000
1463915640,-9000
1463915700,-9000
1463915760,-9000
1463915820,-9000
1463915940,-9000
1463916000,-9000
1463916060,-9000
1463916120,-9000
1463916240,-9000
1463916300,-9000
1463916360,-9000
1463916420,-9000
1463916540,-9000
1463916600,-9000
1463916660,-9000
1463916720,-9000
1463916840,-9000
1463916900,-9000
1463916960,-9000
1463917020,-9000
1463917080,-9000
1463917200,-9000
1463917260,-9000
1463917320,-9000
1463917380,-9000
1463917500,-9000
1463917560,-9000
1463917620,-9000
1463917680,-9000
1463917800,-9000
1463917860,-9000
1463917920,-9000
1463917980,-9000
1463918100,-9000
1463918160,-9000
1463918220,-9000
1463918280,-9000
1463918400,-9000
1463918460,-9000
1463918520,-9000
1463918580,-9000
1463918700,-9000
1463918760,-9000
1463918820,-9000
1463918880,-9000
1463918940,-9000
1463919060,-9000
1463919120,-9000
1463919180,-9000
1463919240,-9000
1463919360,-9000
1463919420,-9000
1463919480,-9000
1463919540,-9000
1463919660,-9000
1463919720,-9000
1463919780,-9000
1463919840,-9000
1463919960,-9000
1463920020,-9000
1463920080,-9000
1463920140,-9000
1463920260,-9000
1463920320,-9000
1463920380,-9000
1463920440,-9000
1463920500,-9000
1463920620,-9000
1463920680,-9000
1463920740,-9000
1463920800,-9000
1463920920,-9000
1463920980,-9000
1463921040,-9000
1463921100,-9000
1463921220,-9000
1463921280,-9000
1463921340,-9000
1463921400,-9000
1463921520,-9000
1463921580,-9000
1463921640,-9000
1463921700,-9000
1463921820,-9000
1463921880,-9000
1463921940,-9000
1463922000,-9000
1463922120,-9000
1463922180,-9000
1463922240,-9000
1463922300,-9000
1463922360,-9000
1463922480,-9000
1463922540,-9000
1463922600,-9000
1463922660,-9000
1463922780,-9000
1463922840,-9000
1463922900,-9000
1463922960,-9000
1463923080,-9000
1463923140,-9000
1463923200,-9000
1463923260,-9000
1463923380,-9000
1463923440,-9000
1463923500,-9000
1463923560,-9000
1463923680,-9000
1463923740,-9000
1463923800,-9000
1463923860,-9000
