1463870460,14
1463870580,15
1463870640,15
1463870700,16
1463870760,14
1463870880,14
1463870940,12
1463871000,14
1463871060,9
1463871180,11
1463871240,14
1463871300,11
1463871360,15
1463871480,11
1463871540,11
1463871600,11
1463871660,12
1463871720,11
1463871840,9
1463871900,14
1463871960,19
1463872020,15
1463872140,15
1463872200,15
1463872260,11
1463872320,16
1463872440,11
1463872500,9
1463872560,15
1463872620,8
1463872740,15
1463872800,11
1463872860,5
1463872920,16
1463873040,12
1463873100,12
1463873160,7
1463873220,16
1463873340,11
1463873400,12
1463873460,11
1463873520,11
1463873580,12
1463873700,16
1463873760,16
1463873820,12
1463873880,16
1463874000,16
1463874060,11
1463874120,16
1463874180,16
1463874300,12
1463874360,12
1463874420,16
1463874480,12
1463874600,12
1463874660,12
1463874720,12
1463874780,16
1463874900,12
1463874960,12
1463875020,16
1463875080,11
1463875140,12
1463875260,16
1463875320,12
1463875380,11
1463875440,12
1463875560,12
1463875620,12
1463875680,12
1463875740,12
1463875860,12
1463875920,16
1463875980,12
1463876040,12
1463876160,13
1463876220,12
1463876280,13
1463876340,16
1463876460,12
1463876520,13
1463876580,13
1463876640,16
1463876760,12
1463876820,13
1463876880,13
1463876940,23
1463877000,16
1463877120,17
1463877180,17
1463877240,13
1463877300,17
1463877420,13
1463877480,13
1463877540,13
1463877600,13
1463877720,16
1463877780,13
1463877840,13
1463877900,13
1463878020,13
1463878080,13
1463878140,13
1463878200,13
1463878320,17
1463878380,17
1463878440,13
1463878500,17
1463878560,17
1463878680,17
1463878740,16
1463878800,16
1463878860,16
1463878980,16
1463879040,16
1463879100,9
1463879160,16
1463879280,16
1463879340,16
1463879400,16
1463879460,16
1463879580,16
1463879640,16
1463879700,15
1463879760,15
1463879880,15
1463879940,17
1463880000,15
1463880060,15
1463880180,15
1463880240,15
1463880300,15
1463880360,15
1463880420,14
1463880540,14
1463880600,14
1463880660,18
1463880720,14
1463880840,18
1463880900,18
1463880960,14
1463881020,18
1463881140,16
1463881200,16
1463881260,16
1463881320,16
1463881440,16
1463881500,16
1463881560,16
1463881620,16
1463881740,16
1463881800,16
1463881860,16
1463881920,16
1463882040,16
1463882100,16
1463882160,16
1463882220,18
1463882280,16
1463882400,16
1463882460,15
1463882520,15
1463882580,15
1463882700,18
1463882760,15
1463882820,15
1463882880,15
1463883000,15
1463883060,15
1463883120,15
1463883180,15
1463883300,15
1463883360,14
1463883420,14
1463883480,14
1463883600,14
1463883660,15
1463883720,14
1463883780,14
1463883840,14
1463883960,14
1463884020,14
1463884080,14
1463884140,14
1463884260,14
1463884320,14
1463884380,14
1463884440,14
1463884560,14
1463884620,14
1463884680,14
1463884740,18
1463884860,15
1463884920,14
1463884980,14
1463885040,14
1463885160,18
1463885220,17
1463885280,14
1463885340,14
1463885460,15
1463885520,14
1463885580,14
1463885640,18
1463885700,17
1463885820,18
1463885880,17
1463885940,18
1463886000,18
1463886120,14
1463886180,17
1463886240,17
1463886300,17
1463886420,18
1463886480,18
1463886540,17
1463886600,18
1463886720,17
1463886780,17
1463886840,17
1463886900,17
1463887020,14
1463887080,18
1463887140,17
1463887200,17
1463887260,18
1463887380,17
1463887440,17
1463887500,17
1463887560,17
1463887680,17
1463887740,13
1463887800,17
